Name,Description,Est. Value,Rarity,Weight,Category,Properties,Requirements,Author,Rarity Number
Ring Mail of Three Wishes,This armor is Leather Armor with heavy rings sewn into it. The rings help reinforce the armor against blows from swords and axes. Three rings across the chest are made of brilliant gold that sheds dim light similar to daybreak.,"1,500. gp",Rare,40,Armor,"When you are hit by a melee or ranged attack while wearing this armor, you can use your reaction to wish that you hadn't been hit. The attack deals no damage, but the armor class provided by the armor decreases by 1. After the third wish, the armor's rings vanish and it becomes nonmagical leather armor.",Requires Attunement,/u/gimme_some_sunshine,4
Ring of Contrariness,,,Rare,n/a,Wondrous Item,"Cursed. Once attuned, the wearer of this ring cannot take it off and is forced to disagree with any idea, statement or action. On top of that, the wearer is also forced to resist any attempt to remove the curse.",Requires Attunement,2nd Ed.,4
Rod of Rulership,"You can use an action to present the rod and command obedience from each creature of your choice that you can see within 120 feet of you. Each target must succeed on a DC 15 Wisdom saving throw or be charmed by you for 8 hours. While charmed in this way, the creature regards you as its trusted leader. If harmed by you or your companions, or commanded to do something contrary to its nature, a target ceases to be charmed in this way. The rod can't be used again until the next dawn.",,Rare,,Rod,,Requires Attunement,,4
Shield of Bashing,A tough metal shield with a large stud in the center.,,Rare,,Weapon,When running to a target from at least 20 feet. The target must make a Constitution saving throw of 14 or be knocked prone. Following attacks would then have advantage.,,Brendan M,4
Silver and Gold Brooch,A simple but finely made silver and gold brooch.,750. gp,Rare,n/a,Treasure,,,DMG,4
Silver Chalice,A silver chalice set with moonstones.,750. gp,Rare,1,Treasure,,,DMG,4
Silver Platter of Feathers,"A light silver platter, 6 inches in diameter, etched with ornate feathers.","1,250. gp",Rare,,Wondrous Item,Anything placed on this platter has no weight whatsoever. The item must be fully supported by the platter and regains its weight over 1 second after leaving the platter,,/u/gimme_some_sunshine,4
Spire of the Manticore,"You gain a +1 bonus to attack and damage rolls with this magical weapon, and it deals an additional 1d8 poison damage. The damage increases by 1d8 if the target is a Monstrosity or Beast.

This weapon has 7 spikes hidden within the Barb at the end of the pike. As a ranged attack, you can launch a single spike at a target, each having a range of 100/200 ft. Each of these spikes deal 1d8 piercing damage. Every Morning at dawn, this weapon regrows all of it's spikes.","5,000. gp",Rare,18,Weapon,"Heavy, Reach, Two-Handed",Requires Attunement,Fin Fen,4
Star of Morning's Glory,"This Morningstar is made of solid wrought steel, with a heavy spiked head. It behaves like a normal Morningstar, except within 60ft of Evil and Undead creatures and within an hour of Dawn. In any of these cases, the head glows like the tip of a Sunrod, and it becomes a Morningstar +2 which stuns for 1d4+1 rnds on a Critical. Fortitude saves vs stun, with a DC equal to the player's attack roll. Cannot be used by Evil creatures.","3,200. gp",Rare,8,Weapon,,,/u/LittleDizzleDaGusha,4
Star Ruby,A translucent ruby with a white star-shaped center.,"1,000. gp",Rare,n/a,Treasure,,,DMG,4
Star Sapphire,"Star Sapphire is a precious variation of the sapphire, however is more translucent, with a white star highlighted in its center. A star sapphire has been known to ornament devices which protect against magic.	","1,000. gp",Rare,n/a,Treasure,,,DMG,4
Stones of Ruin,A simple leather pouch filled with 4 small runestones.,5. gp,Rare,,Wondrous Item,Requires attunement by a druid. A pouch of stone runes that predict the worst event that will happen before the next full moon. Using the runes makes the events it predicts more likely to happen.,,/u/Euphorbus11,4
Sun Gem,"This round and polished stone glows with a fierce light and seems to dispel the shadows around you.	",500. gp,Rare,n/a,Treasure,Properties of a torch.,,BGII,4
Sword of Bleeding,A sharp one-sided blade that is slightly curved.,,Rare,,Weapon,The creature must a Constitution saving throw of 14 or take an addition 1d6. The creature makes this check every turn until succeeded,,Brendan M,4
Telescoping Glaive,"This is a magical Glaive, with an ornately decorated shaft made of solid (but light) steel. The blade is made of silver, and floats near the end unattached to the shaft. Three keywords act on this weapon: anda, sinta, and pahta (long, short, and closed, in Elven). Anda is the longest extent, and the weapon acts as a two-handed glaive. Sinta makes the weapon shorten and behave as a one-handed axe, and pahta shortens the weapon to throwing-axe size. The blade also changes shape and position to fit these weapon styles.","1,400. gp",Rare,3,,,,/u/LittleDizzleDaGusha,4
The Clegane Bowl,"This large basin has bloodstains permanently ingrained in it. Any liquid placed in the Clegane Bowl immediately turns into Potion of Greater Hype. When consumed, a dose of this potion doubles the Strength score of the user for 1 hour, up to a maximum of 30 Strength.",,Rare,20,Wondrous Item,,,Scribnibbler21,4
The Iron Thorn,"This wrought-iron band is pitted and stained as if by acid. Between the two thorns formed by the band, a crude lump of silver on its head suggests the image of a skull against a black field, perhaps the symbol of Myrkul, Lord of Bones.",100. gp,Rare,1,Ring,"Upon attunement this ring changes it's wearer's appearance to that of a Zombie. Requires ""Remove Curse"" to remove.",Requires Attunement,BG,4
Tome of Alchemy,"A large tome, bound in leather and clasped with gold. A closer inspection of this volume will reveal that each page is perfectly preserved dragon scale which has been inscribed with the black blood of a fiend. The book describes the four spirits (quicksilver, orpiment, sal ammoniac, sulfur) and seven bodies (gold, silver, iron, quicksilver, lead, tin, copper) of traditional alchemy.",200. gp,Rare,n/a,Book,,Language: Common,PlatypusPal,4
Topaz,A yellow facet cut Topaz gemstone.,500. gp,Rare,n/a,Treasure,,,DMG,4
Uncut Diamond,An uncut chunk of raw diamond. It is easily the size of a dwarf’s fist and is likely worth a substantial sum to the right jewel maker.,"1,000. gp",Rare,1,Treasure,,,,4
Wand of Arcane Errata,A wand with runic inscriptions that have been scratched out and rewritten several times,250. gp,Rare,,Wondrous Item,"Upon invoking the activation word, the wand will create a random effect. d20: 1-5: You or a target is made clean. 6-10: Glowing orbs dance around you as the dancing lights spell. 11-15: Conjures 1d4 loaves of warm bread. 16-19: The wand releases 20 gallons of pure, cool water. 20: The wand unfolded into a thin effigy of a man, who will serve you for 1 hour. Its strength is 6 and has 1 hp.",,/u/gimme_some_sunshine,4
Wand of Prestidigitation,"A black and white painted Oakwood wand, with card suits painted down the length of the wand beyond the handle.",250. gp,Rare,1,Wondrous Item,Allows the user to cast the spell Prestidigitation without the need of somatic or visual components on any object within 25 feet.  The staff has 5 charges that refill completely every morning.,,/u/gimme_some_sunshine,4
War Mask,This mask has been painted gold and appears to be a ceremonial mask worn to battle.,750. gp,Rare,1,Treasure,,,DMG,4
Wellwizard's Teacups,"A pair of elegantly decorated teacups that always feel warm to the touch. If filled with any liquid, it will somehow seep through invisible cracks in the cup.",500. gp,Rare,,Treasure,"When held, the teacups will fill with hot, pleasant tea. If a pleasant conversation ensues, the teacups will refill up to three times. If someone holding the cups tells a lie, the tea will seep through invisible cracks.",,/u/gimme_some_sunshine,4
Whispering Bauble,"A glass orb with a small slit opening, braced by fine grey metal.",150. gp,Rare,,Wondrous Item,"A user may speak into this bauble for up to one minute. After this period, anyone who places the bauble to their ear will hear the message. The message can be replayed multiple times, until a new message is purposefully spoken into it.",,/u/gimme_some_sunshine,4
Yellow Sapphire,A transparent fiery yellow or yellow· green Sapphire.,"1,000. gp",Rare,n/a,Treasure,,,DMG,4
Potion of Extra Health,A foul smelling liquid that shifts between bright red and burgundy as it swirls around it's flask.,"3,500. gp",Rare,n/a,Potion,"User gains 1d2 HP per level and will regenerate 1d2HP per round. 
The effect is lost the next time the drinker goes to the toilet.",,Unknown,4
Maester Sword,"A shiny silver sword with a purple hilt. There are three orange pommels at the center of the hilt that each resembles a triangle, placed together so they create a larger triangle as a group. The guard is shaped like two outstretched wings and along the blade of this sword are etchings in Elvish that read ""The Blade of Evil's Bane"". Looking into the history of this sword will tell of an order of Maesters who, upon growing weary of merely recording the passage of history, decided to make it themselves.",,Rare,3,Weapon,1d8 Slashing - Versatile (1d10),Martial Weapon Expertise,Uberbeard,4
Gale Boomerang,"This oddly-shaped weapon looks like it might be made of roc’s feathers, bound together and strengthened by magic. There is a small emerald set in the weapon’s vertex amidst gilded furnishings that mark it as a weapon of some distinction.",900. gp,Rare,2,Weapon,"1d4 + 2 Bludgeoning - Thrown (Range: 30/90)
Special: Does not require direct line of sight, due to a curved trajectory.
Once per day, you can cast the Gust of Wind (DC 15) spell as a free action with a successful attack.",,D&D Wiki,4
Potion of Purple Ooze,"A potion vial containing a purple concoction, labelled simply ""Ooze"". The bubbling, slimy fluid is dark purple with emerald accretions on the side. It smells like butyric acid (vomit) and tastes worse.",900. gp,Rare,n/a,Potion,Drinking this potion will turn you into an ooze for 1d8+1 days.,,Uberbeard,4
Power Treads,"Grants the following, +2 fort saves, +2 reflex saves, +2 will saves",,Rare,,Wondrous Item,"Grants +2 fort saves, +2 reflex saves, +2 will saves",Requires Attunement,DOTA2,4
Pregnancy Figure,"The tiny figurine of a fertility goddess, carved from a rare, fist-sized pearl. Found deep beneath the surface of the earth, for two weeks after it is brought to the surface any woman touching the figurines will become pregnant. After the two week period has expired, the figure will never work again (or until returned to its original spot for 1d12 months).",,Rare,,Wondrous Item,,,,4
Ring of Ghosts,"Ring of Ghosts: the wearer of the ring can see and communicate with the ghost of any intelligent being that has died in the past 24 hours within a 1 mile radius. After the 24 hours, the ghost disappears. The ghosts are only visible and audible to the wearer, but remain intangible. Also, the ghosts likely aren't very cooperative if the players killed them.",,Rare,n/a,Ring, ,,,4
Blood Scroll,A scroll that when signed with blood would enter the participant into an assassin ranking system. Upon the scroll was also an arrow that always pointed to the assassin that was a rank above you. The goal is to reach rank 1 for a single wish however the only way to gain a rank is to kill the assassin above you. The Rank is infamous and well paid for their trade so strong assassins are always waiting for a rank opening.,,Very Rare,n/a,Quest Hook,,,PlatypusPal,5
